gene	mean	lfc	p	padj	group1	group2	contrast	isDE
NonamEVm008438	2.240767992917155	-1.1352599392832732	0.5219005033644586	0.6066158540397795	long	short	long_short	FALSE
NonamEVm000912	263.7560541594169	0.1706291910981286	0.5220491762340753	0.6067173984747398	long	short	long_short	FALSE
NonamEVm010862	3.6413086787103506	-0.9255888199684152	0.5222455933206533	0.6068174442954972	long	short	long_short	FALSE
NonamEVm005738	7.981638967018893	0.5604049491776982	0.522257899460868	0.6068174442954972	long	short	long_short	FALSE
NonamEVm006244	9.504415371278085	0.5168029439622049	0.5223983254593838	0.6069093482913902	long	short	long_short	FALSE
NonamEVm005039	547.1492225082401	0.19357024654170982	0.5232208470293507	0.6077935793171093	long	short	long_short	FALSE
NonamEVm002457	79.54016251531	-0.2120456116679768	0.5233433720682655	0.6078645551628586	long	short	long_short	FALSE
NonamEVm006107	3.1767938725603466	-0.8660195706443649	0.5235051040157996	0.6079456423557739	long	short	long_short	FALSE
NonamEVm010140	30.611825739256638	0.35717885052023346	0.5235360513496266	0.6079456423557739	long	short	long_short	FALSE
NonamEVm002963	11.400409867239306	-0.5264077743191067	0.5236620890858532	0.6080206539473898	long	short	long_short	FALSE
NonamEVm001048	102.5247040347812	-0.2004431636255858	0.5242325805194059	0.6086116397020226	long	short	long_short	FALSE
NonamEVm006620	10.332299219541266	-0.5123007888490688	0.5244899630188252	0.6088390233471314	long	short	long_short	FALSE
NonamEVm013464	7.075826146785806	0.5891456660599655	0.5246013534809721	0.6088969028908867	long	short	long_short	FALSE
NonamEVm009974	367.95913000225454	0.2298154375361565	0.5252099505881982	0.6095318014566447	long	short	long_short	FALSE
NonamEVm001886	147.2384987021138	-0.2133107953209113	0.5257650104627463	0.6101044258371643	long	short	long_short	FALSE
NonamEVm007164	3.3973456479187556	0.8706769205391445	0.5258409371583341	0.6101209888754688	long	short	long_short	FALSE
NonamEVm007026	121.67191220713495	-0.2466684949780764	0.5259130752089034	0.6101331526690865	long	short	long_short	FALSE
NonamEVm008219	12.317258041500018	0.5008595307552878	0.526769861456043	0.6110555091981013	long	short	long_short	FALSE
NonamEVm004614	5.576245653953426	-0.6223886550476856	0.5269523281966976	0.6111955274067651	long	short	long_short	FALSE
NonamEVm012392	3.644326328476493	0.7855014929277205	0.5272901728932022	0.611515709709496	long	short	long_short	FALSE
NonamEVm004479	1.7463402318843304	-1.5134832829036575	0.5280746427418983	0.6122012557049474	long	short	long_short	FALSE
NonamEVm005761	130.06160668301663	0.22837407433435505	0.5280860885406606	0.6122012557049474	long	short	long_short	FALSE
NonamEVm004349	198.22773282509286	-0.21296583076671982	0.527985929109047	0.6122012557049474	long	short	long_short	FALSE
NonamEVm006500	146.44965203813027	-0.2013352164031497	0.5281287510057736	0.6122012557049474	long	short	long_short	FALSE
NonamEVm007274	22.15643659602378	0.36715069517163096	0.5282090039085513	0.6122225700022281	long	short	long_short	FALSE
NonamEVm010387	12.81894236979449	0.42543715910157137	0.5285055381722192	0.6124945316491722	long	short	long_short	FALSE
NonamEVm008312	2.329438771168024	-1.085025832453368	0.5285863938193532	0.6125157425077363	long	short	long_short	FALSE
NonamEVm002138	64.66350854455351	0.25553335758710094	0.5286476310386596	0.6125157425077363	long	short	long_short	FALSE
NonamEVm005885	564.5997034619086	0.2254067317567572	0.5289738306983154	0.6128219420031058	long	short	long_short	FALSE
NonamEVm002560	11.251515482007198	-0.4813033731089544	0.5291005287855848	0.6128969721247977	long	short	long_short	FALSE
NonamEVm002286	163.00527762367335	0.19387082035137446	0.5292332961996562	0.6129072790160092	long	short	long_short	FALSE
NonamEVm001234	417.81191275172176	-0.16700939383223173	0.5291719291652432	0.6129072790160092	long	short	long_short	FALSE
NonamEVm002694	522.4698504753597	-0.1859798365474935	0.5293821117853168	0.6130078841829505	long	short	long_short	FALSE
NonamEVm002969	133.55914431113695	0.1890483024505668	0.5303388312808921	0.6140438837435016	long	short	long_short	FALSE
NonamEVm012439	3.029730276275024	0.8611299467111201	0.530637181337579	0.61431744811847	long	short	long_short	FALSE
NonamEVm003914	9.565509722640337	-0.6126566779625491	0.5311706737880162	0.6148631404615987	long	short	long_short	FALSE
NonamEVm004842	267.45922605895674	-0.20551215911199505	0.5312580243437973	0.614892328527043	long	short	long_short	FALSE
NonamEVm004081	154.9690222325811	0.19185394282683602	0.5313517926152876	0.6149289369337956	long	short	long_short	FALSE
NonamEVm006328	11.276555217045884	0.47521977357319956	0.5315809478971072	0.6150645400082022	long	short	long_short	FALSE
NonamEVm005969	107.59902350121625	-0.24483941306747958	0.531593271088334	0.6150645400082022	long	short	long_short	FALSE
NonamEVm004794	61.30503803826173	-0.31431077937587043	0.531955106719726	0.6154112387302325	long	short	long_short	FALSE
NonamEVm006271	774.4816858317695	0.1740353331918528	0.5320755052219703	0.6154785738955719	long	short	long_short	FALSE
NonamEVm001982	103.74062985065197	-0.255568161495607	0.5323471147716002	0.6156693097060025	long	short	long_short	FALSE
NonamEVm007355	78.0809454153462	-0.23192574709290656	0.5324085489043813	0.6156693097060025	long	short	long_short	FALSE
NonamEVm006483	237.24362612821528	-0.2181951586721124	0.5324389953999902	0.6156693097060025	long	short	long_short	FALSE
NonamEVm004239	210.41364096663222	-0.21778022141866185	0.5324892503813334	0.6156693097060025	long	short	long_short	FALSE
NonamEVm006027	108.48078919240008	-0.2112651782679095	0.5328005132206759	0.6159572288354918	long	short	long_short	FALSE
NonamEVm004052	177.32813788480996	-0.19900445673534745	0.5329963675412019	0.6161116754103182	long	short	long_short	FALSE
NonamEVm010592	1.7050332857747077	-1.165845280392957	0.5341474233517229	0.6173701122972028	long	short	long_short	FALSE
NonamEVm005919	20.47795020530023	0.393961119956456	0.5342803992232019	0.6174511294067822	long	short	long_short	FALSE
NonamEVm002184	87.93520599633294	0.2260277007739677	0.5343423072190463	0.6174511294067822	long	short	long_short	FALSE
NonamEVm004142	22.882732800286583	0.36163785773488216	0.5346214465154486	0.6177015568846328	long	short	long_short	FALSE
NonamEVm011104	1.6890344884730601	-1.208135628671598	0.5348198308836167	0.6178271735207881	long	short	long_short	FALSE
NonamEVm003757	56.09906010146943	-0.24603226933429376	0.5348550318868828	0.6178271735207881	long	short	long_short	FALSE
NonamEVm001069	14.586095047248818	-0.42227383801173096	0.535085361474279	0.6180210944385462	long	short	long_short	FALSE
NonamEVm013044	15.11559779663849	-0.3943243870172382	0.5352098207586476	0.6180927046595376	long	short	long_short	FALSE
NonamEVm003835	212.59113015464212	0.20015472523042915	0.536092412857356	0.6190397336798594	long	short	long_short	FALSE
NonamEVm011926	2.8580187075377776	-0.8333384836209251	0.536405396790979	0.6193288772189393	long	short	long_short	FALSE
NonamEVm009920	499.64069395245195	-0.1474934449685917	0.5364820228684339	0.6193450884631384	long	short	long_short	FALSE
NonamEVm008746	3.967365580657084	-0.7355425036542944	0.5368735765845205	0.6197087059065656	long	short	long_short	FALSE
NonamEVm004504	93.40595227757939	-0.23182715063644502	0.5369222356955228	0.6197087059065656	long	short	long_short	FALSE
NonamEVm012715	12.688663968683796	1.9679657582144015	0.5371715224705091	0.6198617334674704	long	short	long_short	FALSE
NonamEVm004690	48.55333636481365	0.2580081945366067	0.5371800956161101	0.6198617334674704	long	short	long_short	FALSE
NonamEVm006427	1603.8166486923258	-0.15969630060486809	0.5372623963077962	0.6198844204106273	long	short	long_short	FALSE
NonamEVm013062	4.585096263307752	-0.7848713187094735	0.5377878565737757	0.6204183526059786	long	short	long_short	FALSE
NonamEVm004310	287.287084246954	-0.21861081614369846	0.538101563745558	0.6207079000846301	long	short	long_short	FALSE
NonamEVm002491	289.50941243654387	0.18039001055099046	0.5383986613121161	0.6209782228839977	long	short	long_short	FALSE
NonamEVm007313	5.606910765492987	-0.5840839386158772	0.5384754995452407	0.6209944695839298	long	short	long_short	FALSE
NonamEVm002392	3124.753490712278	-0.1374376684623436	0.5396949427761457	0.6223282630753598	long	short	long_short	FALSE
NonamEVm004095	748.7166352768736	-0.15296033291988467	0.540412998688219	0.6230836578141227	long	short	long_short	FALSE
NonamEVm002006	119.8838173253961	-0.26628040766974176	0.5408612294088424	0.6235278106046022	long	short	long_short	FALSE
NonamEVm004647	311.93377471896474	-0.2116639968463253	0.5412355590978526	0.6238140103461856	long	short	long_short	FALSE
NonamEVm004609	240.85993541119205	-0.16294936056324116	0.5411757960976009	0.6238140103461856	long	short	long_short	FALSE
NonamEVm003686	4.400071091798588	-0.6508314315300595	0.5415670053874584	0.6241233358931279	long	short	long_short	FALSE
NonamEVm004480	177.8229624499633	-0.21127857536260375	0.5416553797610235	0.6241524962872715	long	short	long_short	FALSE
NonamEVm010027	1.5277118429284449	-1.0921647563548438	0.5423396436131704	0.6247954730146607	long	short	long_short	FALSE
NonamEVm012552	1.5277118429284449	-1.0921647563548438	0.5423396436131704	0.6247954730146607	long	short	long_short	FALSE
NonamEVm003086	222.34539829451757	0.16566714340089037	0.5427606513568413	0.6252077064168666	long	short	long_short	FALSE
NonamEVm001692	208.46637840287292	-0.1920954104447942	0.5429612502589681	0.6253659837712697	long	short	long_short	FALSE
NonamEVm007353	330.04201836948414	-0.16240265816368218	0.5431132326831902	0.625468235846951	long	short	long_short	FALSE
NonamEVm011696	2.0106540383824316	1.0428806809968791	0.543783030928634	0.6261667295868933	long	short	long_short	FALSE
NonamEVm009945	10.062268950663585	-0.5272724151969462	0.5445698125524562	0.6269997516019903	long	short	long_short	FALSE
NonamEVm003986	183.65461519465032	0.17710001837826436	0.5448100321283078	0.6272033594627424	long	short	long_short	FALSE
NonamEVm004743	14.288863088343653	-0.3987887488699982	0.5452829545378406	0.6275647137047576	long	short	long_short	FALSE
NonamEVm004856	471.39496319542246	0.17703980520045734	0.545190747785631	0.6275647137047576	long	short	long_short	FALSE
NonamEVm000516	982.8127237936073	0.16183913472344527	0.5453141646268402	0.6275647137047576	long	short	long_short	FALSE
NonamEVm007741	592.5842847061265	0.1541158695924376	0.5459982061450015	0.628278866047783	long	short	long_short	FALSE
NonamEVm002663	122.40160778296355	-0.20469193321663862	0.5476637710579626	0.6301221577013834	long	short	long_short	FALSE
NonamEVm008654	2.0559703146976633	-1.096362045711867	0.547958132818331	0.6303875473576148	long	short	long_short	FALSE
NonamEVm001507	271.8623173572725	0.18053730933204784	0.548073999854116	0.6304475534762678	long	short	long_short	FALSE
NonamEVm012831	3.330595626127879	1.089030237403398	0.5482055400241902	0.6305255723011839	long	short	long_short	FALSE
NonamEVm011688	32.62610969799218	0.31203773895785364	0.5487879117110397	0.6311220423349737	long	short	long_short	FALSE
NonamEVm003908	206.35480738055793	-0.16325671959427898	0.5495011585379832	0.6318688664759333	long	short	long_short	FALSE
NonamEVm007517	3.5612058217195113	-0.9208339435942549	0.549649447344126	0.6319659499148915	long	short	long_short	FALSE
NonamEVm001898	36.11708866532002	-0.2566785706270565	0.5498501014726551	0.6321232114513703	long	short	long_short	FALSE
NonamEVm012522	2.509866241635334	-0.8382577438984482	0.5499645323410067	0.6321813232717624	long	short	long_short	FALSE
NonamEVm008940	85.50403677477044	0.28366870937607397	0.55043895667129	0.632653184113715	long	short	long_short	FALSE
NonamEVm004391	95.13037773876451	0.22406586966401254	0.5506263858363502	0.6327951125579516	long	short	long_short	FALSE
NonamEVm002522	16.670770086896503	-0.37269103418880056	0.5508450296954427	0.6329728766681492	long	short	long_short	FALSE
NonamEVm007560	156.1069894224103	0.19524170629467327	0.5509903488804331	0.633066352318677	long	short	long_short	FALSE
NonamEVm011995	2.8599909391056437	1.0303164169157604	0.5513918301543588	0.633454092315711	long	short	long_short	FALSE
NonamEVm007931	3.615367970138679	-0.7228000644497256	0.5516378207711938	0.6336631310913214	long	short	long_short	FALSE
NonamEVm001848	16.54329702243561	0.40981553074709764	0.5520803004203537	0.6340978009470543	long	short	long_short	FALSE
NonamEVm011727	34.598411663913446	-0.2863359894280093	0.5523872097567084	0.6343766772371343	long	short	long_short	FALSE
NonamEVm008688	32.53094762481185	0.2885192406305101	0.5525447961622645	0.6344196209738368	long	short	long_short	FALSE
NonamEVm002269	1391.1619026471394	0.1375956902379849	0.5525528206521321	0.6344196209738368	long	short	long_short	FALSE
NonamEVm005785	1.9825351864558245	-0.9387833477900703	0.5531828596945196	0.6347021620803438	long	short	long_short	FALSE
NonamEVm011343	2.85309084157792	-0.8002028861302517	0.5530306476076048	0.6347021620803438	long	short	long_short	FALSE
NonamEVm003988	140.27730847846368	0.2427950542656788	0.5531837255399116	0.6347021620803438	long	short	long_short	FALSE
NonamEVm005729	87.883089115740475	-0.23929200819950572	0.5531567897513887	0.6347021620803438	long	short	long_short	FALSE
NonamEVm004156	394.3323765714742	0.22022295927874314	0.5531534172259491	0.6347021620803438	long	short	long_short	FALSE
NonamEVm000882	600.1299691854749	0.1357011577384946	0.5529687727349473	0.6347021620803438	long	short	long_short	FALSE
NonamEVm001249	779.263920638901	-0.2583705198926078	0.5532507149104073	0.634705434123973	long	short	long_short	FALSE
NonamEVm003511	10.875944893195989	0.458568772730716	0.5534566395718112	0.6347944952715164	long	short	long_short	FALSE
NonamEVm001608	145.51302296273465	0.17335247029525083	0.5534344165189315	0.6347944952715164	long	short	long_short	FALSE
NonamEVm010895	3.2089227416201256	-0.9004428566905917	0.5538324525403693	0.6351519237848527	long	short	long_short	FALSE
NonamEVm003399	201.6244039093989	0.1721077976190699	0.5540862517162619	0.6353693565450901	long	short	long_short	FALSE
NonamEVm010532	1.9981289172834475	-0.9665098497692899	0.554693817360938	0.6359923550693828	long	short	long_short	FALSE
NonamEVm006103	30.299789783915518	-0.30228544394612644	0.5550453384681777	0.6363216716266319	long	short	long_short	FALSE
NonamEVm013139	242.93126509847067	0.17348889472343515	0.5551755842652548	0.6363972642058336	long	short	long_short	FALSE
NonamEVm003807	102.17643231633242	0.2211446353610039	0.5569082097020899	0.6383094328482606	long	short	long_short	FALSE
NonamEVm001414	59.89666056350671	-0.2589547041728478	0.5576217334374227	0.6390532338270684	long	short	long_short	FALSE
NonamEVm006299	116.71306627368074	0.20108304459254486	0.5585234031742201	0.6400124592186293	long	short	long_short	FALSE
NonamEVm000295	558.6920658256555	0.15767202566633381	0.5592215252752208	0.6406983952554218	long	short	long_short	FALSE
NonamEVm001794	356.4000597461933	0.1475134903289001	0.5592514893104622	0.6406983952554218	long	short	long_short	FALSE
NonamEVm010954	484.65326718711134	-0.1516989198640792	0.5594640714261978	0.6408677452058865	long	short	long_short	FALSE
NonamEVm003101	34.444977751182805	-0.310704170972506	0.5599257183340842	0.6413223273882057	long	short	long_short	FALSE
NonamEVm005194	4.4882503162697835	0.6629425458264202	0.5600166009181224	0.6413521910294803	long	short	long_short	FALSE
NonamEVm011724	22.986969156277087	-0.3057341315007095	0.5605553100445537	0.6418081471292032	long	short	long_short	FALSE
NonamEVm006399	56.53561272835213	0.2562102469879171	0.5606092990890089	0.6418081471292032	long	short	long_short	FALSE
NonamEVm007715	200.75358254798974	0.15281296605476893	0.560486175715399	0.6418081471292032	long	short	long_short	FALSE
NonamEVm010620	512.7588788589339	-0.13465257468470704	0.5611438436156513	0.6423458040972222	long	short	long_short	FALSE
NonamEVm004090	2.3241191426214027	-0.9476175207703457	0.5613407320379771	0.6424968637806872	long	short	long_short	FALSE
NonamEVm004652	5.948672294842917	-0.5562300764524446	0.5624623817931068	0.6437062253064166	long	short	long_short	FALSE
