term	gene	description	ontology
GO:0022625	NonamEVm011141	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm009746	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm012635	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm013542	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm004938	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010475	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm007321	cytosolic large ribosomal subunit	CC
GO:0022626	NonamEVm009092	cytosolic ribosome	CC
GO:0022626	NonamEVm008910	cytosolic ribosome	CC
GO:0022626	NonamEVm012243	cytosolic ribosome	CC
GO:0022626	NonamEVm010493	cytosolic ribosome	CC
GO:0022626	NonamEVm012115	cytosolic ribosome	CC
GO:0022626	NonamEVm011333	cytosolic ribosome	CC
GO:0022626	NonamEVm009998	cytosolic ribosome	CC
GO:0022626	NonamEVm007680	cytosolic ribosome	CC
GO:0022626	NonamEVm011166	cytosolic ribosome	CC
GO:0022626	NonamEVm010379	cytosolic ribosome	CC
GO:0022626	NonamEVm008711	cytosolic ribosome	CC
GO:0022626	NonamEVm009134	cytosolic ribosome	CC
GO:0022626	NonamEVm011545	cytosolic ribosome	CC
GO:0022626	NonamEVm009834	cytosolic ribosome	CC
GO:0022626	NonamEVm011482	cytosolic ribosome	CC
GO:0022626	NonamEVm013035	cytosolic ribosome	CC
GO:0022626	NonamEVm006908	cytosolic ribosome	CC
GO:0022626	NonamEVm013358	cytosolic ribosome	CC
GO:0022626	NonamEVm007524	cytosolic ribosome	CC
GO:0022626	NonamEVm010068	cytosolic ribosome	CC
GO:0022626	NonamEVm012236	cytosolic ribosome	CC
GO:0022626	NonamEVm012045	cytosolic ribosome	CC
GO:0022626	NonamEVm010029	cytosolic ribosome	CC
GO:0022626	NonamEVm009908	cytosolic ribosome	CC
GO:0022626	NonamEVm011308	cytosolic ribosome	CC
GO:0022626	NonamEVm005211	cytosolic ribosome	CC
GO:0022626	NonamEVm008156	cytosolic ribosome	CC
GO:0022626	NonamEVm012439	cytosolic ribosome	CC
GO:0022626	NonamEVm013057	cytosolic ribosome	CC
GO:0022626	NonamEVm012041	cytosolic ribosome	CC
GO:0022626	NonamEVm010792	cytosolic ribosome	CC
GO:0022626	NonamEVm008055	cytosolic ribosome	CC
GO:0022626	NonamEVm011022	cytosolic ribosome	CC
GO:0022626	NonamEVm009098	cytosolic ribosome	CC
GO:0022626	NonamEVm010857	cytosolic ribosome	CC
GO:0022626	NonamEVm011056	cytosolic ribosome	CC
GO:0022626	NonamEVm011522	cytosolic ribosome	CC
GO:0022626	NonamEVm010798	cytosolic ribosome	CC
GO:0022626	NonamEVm009157	cytosolic ribosome	CC
GO:0022626	NonamEVm011315	cytosolic ribosome	CC
GO:0022626	NonamEVm013353	cytosolic ribosome	CC
GO:0022626	NonamEVm008128	cytosolic ribosome	CC
GO:0022626	NonamEVm006948	cytosolic ribosome	CC
GO:0022626	NonamEVm010090	cytosolic ribosome	CC
GO:0022626	NonamEVm010271	cytosolic ribosome	CC
GO:0022626	NonamEVm008005	cytosolic ribosome	CC
GO:0022626	NonamEVm011358	cytosolic ribosome	CC
GO:0022626	NonamEVm011879	cytosolic ribosome	CC
GO:0022626	NonamEVm008101	cytosolic ribosome	CC
GO:0022626	NonamEVm009832	cytosolic ribosome	CC
GO:0022626	NonamEVm009229	cytosolic ribosome	CC
GO:0022626	NonamEVm011018	cytosolic ribosome	CC
GO:0022626	NonamEVm013637	cytosolic ribosome	CC
GO:0022626	NonamEVm007596	cytosolic ribosome	CC
GO:0022626	NonamEVm011480	cytosolic ribosome	CC
GO:0022626	NonamEVm012500	cytosolic ribosome	CC
GO:0022626	NonamEVm011328	cytosolic ribosome	CC
GO:0022626	NonamEVm007904	cytosolic ribosome	CC
GO:0022626	NonamEVm011176	cytosolic ribosome	CC
GO:0022626	NonamEVm012778	cytosolic ribosome	CC
GO:0022626	NonamEVm006961	cytosolic ribosome	CC
GO:0022626	NonamEVm007824	cytosolic ribosome	CC
GO:0022626	NonamEVm010805	cytosolic ribosome	CC
GO:0022626	NonamEVm007969	cytosolic ribosome	CC
GO:0022626	NonamEVm010028	cytosolic ribosome	CC
GO:0022626	NonamEVm013562	cytosolic ribosome	CC
GO:0022626	NonamEVm006080	cytosolic ribosome	CC
GO:0022626	NonamEVm009773	cytosolic ribosome	CC
GO:0022626	NonamEVm011129	cytosolic ribosome	CC
GO:0022626	NonamEVm011141	cytosolic ribosome	CC
GO:0022626	NonamEVm009746	cytosolic ribosome	CC
GO:0022626	NonamEVm012635	cytosolic ribosome	CC
GO:0022626	NonamEVm013542	cytosolic ribosome	CC
GO:0022626	NonamEVm008851	cytosolic ribosome	CC
GO:0022626	NonamEVm011729	cytosolic ribosome	CC
GO:0022626	NonamEVm009482	cytosolic ribosome	CC
GO:0022626	NonamEVm012435	cytosolic ribosome	CC
GO:0022626	NonamEVm004938	cytosolic ribosome	CC
GO:0022626	NonamEVm009942	cytosolic ribosome	CC
GO:0022626	NonamEVm010475	cytosolic ribosome	CC
GO:0022626	NonamEVm007321	cytosolic ribosome	CC
GO:0022627	NonamEVm009092	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm012115	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm009998	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm007680	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm008711	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm007524	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm009908	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011308	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm012439	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm012041	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm010857	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011056	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm010798	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011315	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm013353	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm008128	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm010090	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011358	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm008101	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm013637	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011480	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm012500	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011328	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011176	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm007824	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm013562	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm006080	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011129	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm008851	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm011729	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm009482	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm012435	cytosolic small ribosomal subunit	CC
GO:0022627	NonamEVm009942	cytosolic small ribosomal subunit	CC
GO:0022804	NonamEVm002591	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000564	active transmembrane transporter activity	MF
GO:0022804	NonamEVm013149	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000740	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001165	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002789	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002382	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001206	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000999	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000684	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002033	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000360	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001501	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003227	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011802	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003395	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002560	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002754	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003828	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001493	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000499	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001221	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002849	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000847	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006209	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002722	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002248	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003897	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006833	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004408	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000401	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002086	active transmembrane transporter activity	MF
GO:0022804	NonamEVm010056	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003437	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003934	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002566	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004691	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002256	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002432	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002793	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002993	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011043	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002790	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006917	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002510	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000751	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004859	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000966	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007252	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004356	active transmembrane transporter activity	MF
GO:0022804	NonamEVm009155	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003119	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011746	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002525	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002918	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002541	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004171	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002822	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004626	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002285	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004002	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002674	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003140	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002283	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011469	active transmembrane transporter activity	MF
GO:0022804	NonamEVm008956	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004153	active transmembrane transporter activity	MF
GO:0022804	NonamEVm008433	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004269	active transmembrane transporter activity	MF
GO:0022804	NonamEVm012592	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003963	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007165	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003025	active transmembrane transporter activity	MF
GO:0022804	NonamEVm009961	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002988	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003895	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006231	active transmembrane transporter activity	MF
GO:0022804	NonamEVm005988	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007968	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001766	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002731	active transmembrane transporter activity	MF
GO:0022804	NonamEVm013236	active transmembrane transporter activity	MF
GO:0022804	NonamEVm013505	active transmembrane transporter activity	MF
GO:0022804	NonamEVm010278	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002172	active transmembrane transporter activity	MF
GO:0022804	NonamEVm012823	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011368	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011076	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002535	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002378	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011701	active transmembrane transporter activity	MF
GO:0022804	NonamEVm009680	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006834	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002239	active transmembrane transporter activity	MF
GO:0022804	NonamEVm009176	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011818	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004204	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003226	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004599	active transmembrane transporter activity	MF
GO:0022804	NonamEVm008231	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001147	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001443	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003699	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006211	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006864	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001374	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002202	active transmembrane transporter activity	MF
GO:0022804	NonamEVm013006	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003020	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001451	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002428	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002286	active transmembrane transporter activity	MF
GO:0022804	NonamEVm011926	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002948	active transmembrane transporter activity	MF
GO:0022804	NonamEVm013428	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007059	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003258	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001015	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002831	active transmembrane transporter activity	MF
GO:0022804	NonamEVm008631	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002987	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002158	active transmembrane transporter activity	MF
GO:0022804	NonamEVm013528	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002155	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002259	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001885	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001877	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004254	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002257	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004128	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007393	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001621	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004614	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006929	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002779	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003407	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001488	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002578	active transmembrane transporter activity	MF
GO:0022804	NonamEVm008571	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003277	active transmembrane transporter activity	MF
GO:0022804	NonamEVm009225	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002586	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007580	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000782	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002639	active transmembrane transporter activity	MF
GO:0022804	NonamEVm005128	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002898	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004733	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003801	active transmembrane transporter activity	MF
GO:0022804	NonamEVm003244	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000143	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006464	active transmembrane transporter activity	MF
GO:0022804	NonamEVm008018	active transmembrane transporter activity	MF
GO:0022804	NonamEVm009492	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004317	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006636	active transmembrane transporter activity	MF
GO:0022804	NonamEVm005135	active transmembrane transporter activity	MF
GO:0022804	NonamEVm004844	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000947	active transmembrane transporter activity	MF
GO:0022804	NonamEVm001946	active transmembrane transporter activity	MF
GO:0022804	NonamEVm008318	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000010	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007794	active transmembrane transporter activity	MF
GO:0022804	NonamEVm010459	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007450	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002053	active transmembrane transporter activity	MF
GO:0022804	NonamEVm012458	active transmembrane transporter activity	MF
GO:0022804	NonamEVm012279	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007588	active transmembrane transporter activity	MF
GO:0022804	NonamEVm006957	active transmembrane transporter activity	MF
GO:0022804	NonamEVm007871	active transmembrane transporter activity	MF
GO:0022804	NonamEVm000689	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002311	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002281	active transmembrane transporter activity	MF
GO:0022804	NonamEVm012123	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002408	active transmembrane transporter activity	MF
GO:0022804	NonamEVm002877	active transmembrane transporter activity	MF
